carat,cut,color,clarity,depth,table,price,x,y,z
0.34,Ideal,H,VS2,62.6,54.0,537,4.45,4.5,2.8
0.46,Ideal,H,IF,62.3,54.0,1382,4.94,4.98,3.09
0.31,Premium,G,SI1,58.8,62.0,593,4.42,4.39,2.59
0.74,Good,H,SI1,62.4,65.0,2362,5.78,5.71,3.59
1.51,Fair,I,I1,65.7,61.0,5074,7.08,7.02,4.63
1.23,Premium,I,SI1,60.3,58.0,5717,6.95,6.92,4.18
1.16,Good,H,SI1,64.0,58.0,5576,6.56,6.63,4.22
0.31,Good,I,VS1,63.9,55.0,457,4.28,4.3,2.74
0.7,Very Good,F,VS2,61.7,60.0,2744,5.63,5.65,3.48
0.33,Very Good,G,VVS1,61.2,57.0,795,4.4,4.44,2.71
0.72,Ideal,G,VS1,61.3,56.0,3102,5.77,5.82,3.55
2.09,Premium,I,SI1,60.8,59.0,15339,8.28,8.24,5.02
1.06,Ideal,H,SI1,62.1,56.0,5020,6.51,6.57,4.06
1.21,Premium,J,VS2,61.9,58.0,4968,6.84,6.79,4.22
0.7,Very Good,E,SI1,63.5,56.0,2476,5.65,5.68,3.6
1.05,Very Good,J,SI1,62.5,58.0,4199,6.47,6.52,4.06
1.17,Ideal,F,SI2,62.2,55.0,5556,6.73,6.7,4.18
0.54,Ideal,G,VS1,61.8,55.3,1804,5.22,5.24,3.23
0.81,Ideal,H,VVS2,62.0,57.0,3497,5.93,5.97,3.69
1.02,Ideal,G,SI1,61.5,57.0,5398,6.54,6.44,3.99
0.6,Fair,G,SI1,65.7,55.0,1197,5.31,5.23,3.46
1.52,Ideal,D,VS2,62.1,58.0,15922,7.36,7.4,4.58
0.31,Ideal,G,VS1,62.7,57.0,695,4.34,4.31,2.71
1.07,Very Good,G,SI2,62.9,59.0,4321,6.51,6.58,4.12
1.07,Ideal,F,SI1,62.3,56.0,6200,6.51,6.53,4.06
0.53,Ideal,E,VS2,61.4,56.0,1813,5.24,5.21,3.21
0.78,Ideal,J,VS2,62.3,55.0,2456,5.88,5.91,3.67
0.32,Very Good,G,SI1,60.9,58.0,477,4.39,4.44,2.69
1.1,Good,F,SI2,63.8,56.0,4244,6.53,6.48,4.15
0.82,Premium,H,SI2,59.5,62.0,2499,6.13,6.07,3.63
0.3,Ideal,D,VS2,62.4,55.0,616,4.3,4.32,2.69
0.52,Ideal,G,SI1,61.2,55.0,1413,5.17,5.22,3.18
1.0,Very Good,G,SI1,58.6,63.0,4218,6.56,6.58,3.85
0.51,Ideal,F,VS2,63.2,57.0,1687,5.08,5.05,3.2
0.27,Ideal,D,VVS2,62.6,56.0,799,4.15,4.13,2.59
0.57,Ideal,G,VS1,62.0,55.0,1949,5.35,5.29,3.3
2.0,Premium,H,SI2,61.4,59.0,11108,8.07,8.0,4.93
0.32,Ideal,J,VS2,61.5,53.0,409,4.44,4.47,2.74
1.11,Premium,D,SI1,62.0,58.0,6962,6.68,6.64,4.13
0.71,Ideal,H,IF,62.0,54.0,3190,5.71,5.75,3.55
0.3,Ideal,H,VS1,61.6,57.0,526,4.3,4.33,2.66
0.78,Ideal,D,SI1,61.2,58.0,3326,5.92,5.95,3.63
1.23,Good,I,SI1,60.7,61.0,6165,6.91,6.93,4.2
0.27,Premium,D,VVS2,62.2,59.0,799,4.12,4.08,2.55
1.0,Good,H,SI2,63.9,55.0,3878,6.25,6.33,4.02
1.0,Fair,H,VS1,65.4,61.0,4368,6.22,6.17,4.05
2.02,Premium,I,VS2,59.6,60.0,16861,8.25,8.2,4.9
0.77,Premium,F,VS1,59.5,58.0,3211,5.96,5.94,3.54
0.41,Ideal,H,SI1,61.2,56.0,683,4.77,4.81,2.93
2.0,Fair,J,I1,66.5,56.0,6796,7.93,7.8,5.23
1.02,Very Good,H,SI2,63.1,59.0,4284,6.43,6.37,4.04
0.32,Ideal,G,SI1,61.3,57.0,461,4.42,4.45,2.72
1.57,Premium,I,SI2,62.4,58.0,7976,7.41,7.37,4.61
1.1,Premium,G,VS2,59.4,60.0,7022,6.78,6.72,4.01
0.33,Very Good,G,VVS2,59.7,59.0,806,4.48,4.53,2.69
0.55,Ideal,F,VS2,61.2,55.0,1580,5.28,5.3,3.24
0.5,Fair,G,VS1,65.8,57.0,1350,5.03,4.91,3.27
0.58,Ideal,E,VS2,61.9,56.0,1984,5.38,5.35,3.32
0.31,Ideal,D,VS2,61.2,55.0,734,4.35,4.38,2.67
2.27,Premium,I,SI2,62.5,59.0,14937,8.45,8.39,5.26
0.26,Ideal,D,VVS2,61.4,56.0,599,4.12,4.15,2.54
0.9,Good,D,SI2,63.8,58.0,3806,6.09,6.13,3.9
1.21,Very Good,I,VS2,63.4,57.0,5387,6.79,6.72,4.28
0.7,Good,E,SI1,63.8,57.0,2569,5.59,5.63,3.58
0.41,Very Good,G,SI1,60.4,58.0,735,4.77,4.84,2.9
0.31,Very Good,I,SI1,63.5,56.0,523,4.32,4.28,2.73
1.5,Good,E,SI2,63.5,59.0,9281,7.25,7.28,4.61
0.33,Premium,H,IF,60.3,59.0,1114,4.49,4.47,2.7
0.34,Ideal,G,VS2,61.5,57.0,765,4.51,4.47,2.76
0.3,Premium,G,VVS1,60.6,61.0,1013,4.35,4.33,2.63
0.23,Very Good,H,VVS2,62.0,55.0,378,3.93,3.95,2.44
1.26,Ideal,G,VVS1,62.1,57.0,10916,7.01,6.91,4.32
1.09,Premium,G,VS2,60.9,56.0,6504,6.7,6.67,4.07
0.9,Ideal,G,SI2,62.7,55.0,3428,6.11,6.17,3.85
0.53,Fair,E,VS1,62.3,67.0,1778,5.22,5.11,3.22
1.51,Very Good,E,VS2,60.1,58.0,14889,7.51,7.57,4.53
1.0,Premium,J,SI2,62.7,58.0,3293,6.32,6.28,3.95
1.27,Ideal,I,SI2,62.1,56.0,5154,6.92,6.96,4.31
1.51,Ideal,I,VS2,62.6,56.0,9234,7.32,7.27,4.57
1.14,Ideal,F,VVS1,62.2,56.0,11844,6.69,6.67,4.16
1.01,Very Good,G,VS2,61.5,56.0,5759,6.41,6.47,3.96
0.53,Ideal,F,VS2,61.1,54.0,1655,5.26,5.29,3.22
0.73,Ideal,G,VVS1,61.6,56.0,3913,5.76,5.79,3.56
0.26,Very Good,H,SI1,61.9,55.0,337,4.07,4.11,2.53
1.12,Premium,G,SI1,60.1,58.0,5233,6.78,6.83,4.09
0.9,Premium,D,SI1,61.5,60.0,4427,6.19,6.17,3.8
0.3,Premium,G,VS1,59.6,59.0,605,4.34,4.38,2.6
0.52,Premium,D,VS2,61.8,58.0,1774,5.15,5.2,3.2
0.35,Ideal,H,IF,61.9,55.0,984,4.54,4.51,2.8
1.02,Premium,F,SI2,60.4,60.0,4238,6.53,6.49,3.93
0.51,Very Good,G,IF,63.8,58.0,2063,5.06,5.09,3.24
0.25,Ideal,F,SI1,61.5,56.0,430,4.06,4.09,2.5
0.73,Ideal,G,SI1,61.4,57.0,3089,5.74,5.79,3.54
1.0,Fair,H,VS1,64.1,60.0,4732,6.3,6.22,4.01
0.31,Ideal,E,SI1,61.6,54.0,516,4.39,4.41,2.71
1.01,Very Good,G,VVS2,63.2,59.0,7267,6.35,6.27,3.99
2.01,Good,I,VS2,59.0,64.0,11115,8.25,8.19,4.85
0.33,Ideal,I,VVS1,62.2,54.0,646,4.43,4.45,2.76
0.29,Ideal,E,VVS2,61.9,56.0,815,4.22,4.24,2.62
0.73,Ideal,G,SI2,61.8,56.0,2585,5.76,5.83,3.58
0.52,Premium,I,SI1,62.9,58.0,1105,5.14,5.04,3.2
1.04,Ideal,E,SI2,62.0,55.0,4892,6.51,6.48,4.03
2.53,Premium,H,SI2,62.6,60.0,14659,8.66,8.55,5.39
0.52,Very Good,D,SI2,61.7,56.0,1289,5.14,5.17,3.18
1.57,Premium,F,SI1,60.4,59.0,12112,7.57,7.54,4.56
0.3,Good,F,IF,64.3,53.0,780,4.22,4.27,2.73
0.41,Premium,G,VS2,59.8,58.0,827,4.8,4.84,2.88
1.5,Ideal,H,VS2,62.3,56.0,10920,7.34,7.29,4.56
1.0,Ideal,F,SI2,62.7,57.0,4721,6.37,6.42,4.01
0.63,Ideal,D,IF,61.2,53.0,3832,5.55,5.6,3.41
0.92,Premium,H,SI1,59.2,60.0,2968,6.4,6.35,3.76
0.71,Ideal,F,VS1,60.4,57.0,3284,5.78,5.81,3.5
0.73,Ideal,E,VS2,62.7,56.0,3077,5.75,5.8,3.62
0.9,Good,I,VS2,62.5,59.0,3398,6.06,6.13,3.81
0.5,Very Good,E,VS2,63.4,58.0,1629,5.06,5.04,3.2
1.0,Premium,G,VVS2,60.5,62.0,7392,6.44,6.39,3.88
0.75,Ideal,D,SI2,60.3,57.0,2726,5.85,5.89,3.54
1.02,Premium,G,VS1,61.0,61.0,7129,6.58,6.53,4.0
0.38,Ideal,H,SI1,61.2,56.0,697,4.7,4.74,2.89
0.74,Premium,F,SI1,58.8,61.0,2042,5.88,5.82,3.44
1.0,Premium,G,SI1,61.9,62.0,5154,6.22,6.18,3.84
0.24,Very Good,H,IF,61.3,56.0,449,4.04,4.06,2.48
0.85,Ideal,H,SI2,61.8,54.0,2659,6.1,6.07,3.76
2.03,Premium,J,SI2,62.7,59.0,12268,8.02,8.08,5.05
0.55,Ideal,G,VVS2,62.0,57.0,2022,5.22,5.26,3.25
1.51,Good,I,SI2,63.6,60.0,7815,7.23,7.27,4.61
0.83,Fair,I,VS2,64.9,58.0,2577,5.9,5.84,3.81
1.51,Ideal,F,SI1,62.5,57.0,10693,7.27,7.32,4.56
1.21,Premium,J,VVS2,61.7,60.0,5431,6.82,6.85,4.22
1.2,Ideal,I,VS2,62.5,56.0,5884,6.66,6.74,4.19
0.4,Very Good,G,VVS2,58.9,58.0,982,4.8,4.84,2.84
0.48,Premium,E,SI2,62.9,60.0,1005,4.93,4.9,3.09
0.24,Ideal,F,VS2,61.8,57.0,417,3.97,4.02,2.47
1.01,Very Good,E,SI1,62.6,57.0,4912,6.36,6.41,4.0
0.55,Ideal,F,VS1,62.0,55.0,1980,5.29,5.26,3.27
0.7,Very Good,F,SI1,62.4,56.0,2196,5.64,5.7,3.54
1.01,Very Good,H,SI2,60.6,61.0,3888,6.38,6.45,3.89
1.0,Very Good,F,VS1,62.6,57.0,6468,6.35,6.42,4.0
1.21,Premium,G,SI2,60.3,58.0,5529,6.96,6.9,4.18
0.41,Ideal,G,VS2,62.4,55.0,1061,4.76,4.73,2.96
1.06,Ideal,I,SI1,62.2,56.0,4313,6.49,6.53,4.05
0.53,Very Good,E,VS1,63.0,56.0,1776,5.13,5.16,3.24
2.02,Premium,I,SI2,59.4,59.0,14341,8.25,8.21,4.89
0.24,Ideal,H,VS2,61.1,56.0,391,3.99,4.03,2.45
0.35,Ideal,D,VS2,62.0,55.0,829,4.47,4.53,2.79
0.35,Ideal,F,VS2,62.1,56.0,706,4.54,4.57,2.83
0.34,Ideal,H,VVS1,62.9,57.0,995,4.47,4.44,2.8
0.34,Premium,I,VVS1,62.6,58.0,626,4.45,4.47,2.79
1.61,Premium,H,SI2,60.3,60.0,9167,7.66,7.57,4.59
0.3,Ideal,E,VS1,61.1,58.0,673,4.3,4.34,2.64
1.0,Good,E,SI2,61.5,61.0,4258,6.35,6.43,3.93
1.11,Premium,F,SI1,60.4,58.0,4699,6.68,6.66,4.03
2.43,Premium,J,VS2,62.2,57.0,18692,8.63,8.54,5.34
1.0,Ideal,G,SI1,61.0,57.0,5622,6.47,6.44,3.94
0.38,Very Good,F,VS2,62.8,57.0,800,4.58,4.62,2.89
1.5,Good,I,SI1,61.1,63.0,8254,7.27,7.34,4.46
0.23,Very Good,E,VVS1,61.3,60.0,530,3.95,4.01,2.44
0.8,Premium,E,SI2,59.1,61.0,2304,6.03,5.99,3.55
0.3,Ideal,I,VVS2,62.5,54.0,495,4.27,4.31,2.68
0.75,Very Good,F,VS1,57.9,62.0,3268,5.96,6.0,3.46
1.01,Fair,E,SI1,64.7,56.0,5034,6.34,6.27,4.08
0.52,Premium,E,VS2,60.9,58.0,1646,5.2,5.18,3.16
1.51,Very Good,I,IF,62.1,59.0,12291,7.25,7.31,4.52
0.4,Premium,F,SI1,62.6,59.0,737,4.68,4.74,2.95
0.71,Ideal,D,SI1,61.2,53.0,2531,5.8,5.76,3.54
0.51,Premium,E,VS1,61.9,58.0,1928,5.15,5.1,3.17
0.7,Very Good,F,VS2,61.0,59.0,2362,5.69,5.75,3.49
0.71,Very Good,D,SI1,63.1,56.0,2743,5.73,5.68,3.6
0.41,Ideal,F,VS2,62.6,57.0,863,4.76,4.79,2.99
0.7,Good,D,VS2,58.0,65.0,3073,5.81,5.73,3.39
1.58,Very Good,D,SI1,62.4,60.0,12799,7.41,7.44,4.63
0.75,Very Good,E,SI1,63.1,56.0,2868,5.78,5.7,3.62
1.52,Premium,G,VS2,62.8,60.0,13768,7.26,7.22,4.55
0.37,Very Good,H,VS2,63.5,59.0,608,4.51,4.55,2.88
0.55,Ideal,E,SI2,62.0,56.0,1273,5.27,5.22,3.25
1.08,Good,E,SI1,58.4,60.0,5575,6.71,6.74,3.93
0.5,Very Good,E,VS1,61.6,59.0,1554,5.06,5.14,3.14
0.25,Very Good,F,VVS2,61.6,57.0,633,4.05,4.07,2.5
0.31,Good,G,VVS1,58.0,62.0,761,4.42,4.47,2.58
1.23,Ideal,F,VS1,62.5,54.0,9836,6.85,6.82,4.27
1.08,Good,J,SI2,63.2,59.0,3742,6.4,6.57,4.1
2.01,Good,F,SI2,58.1,64.0,16231,8.23,8.19,4.77
1.01,Very Good,E,SI2,60.0,60.0,4540,6.57,6.49,3.92
1.1,Premium,H,VS2,62.5,58.0,5729,6.59,6.54,4.1
1.5,Good,E,SI2,61.5,65.0,6300,7.21,7.17,4.42
1.52,Very Good,G,VS1,62.1,57.0,12968,7.27,7.32,4.53
0.56,Premium,G,VVS1,59.7,59.0,2167,5.41,5.35,3.21
0.3,Ideal,F,VVS1,61.9,55.0,1041,4.32,4.34,2.68
0.53,Ideal,G,VS2,61.8,56.0,1607,5.21,5.18,3.21
1.15,Ideal,G,VS2,62.2,54.0,5008,6.74,6.65,4.17
0.51,Ideal,E,VVS1,61.3,56.0,3197,5.13,5.21,3.17
0.34,Ideal,E,VS1,62.4,54.0,1060,4.49,4.45,2.79
1.02,Premium,D,SI2,61.3,62.0,4044,6.46,6.42,3.95
1.01,Premium,H,VS2,61.3,59.0,5260,6.45,6.41,3.94
1.11,Ideal,D,SI2,61.3,56.0,6129,6.68,6.74,4.12
0.41,Ideal,E,VS1,61.7,55.0,1079,4.75,4.78,2.94
0.52,Ideal,D,VS2,61.4,56.0,1664,5.16,5.19,3.18
2.01,Good,I,SI1,64.1,62.0,13464,7.85,7.94,5.06
1.51,Premium,H,VVS1,60.6,60.0,12336,7.42,7.4,4.49
0.42,Good,F,SI1,63.3,56.0,722,4.75,4.79,3.02
0.72,Very Good,F,VS1,62.1,59.0,3059,5.69,5.74,3.55
0.3,Ideal,I,VS2,62.0,55.0,438,4.3,4.35,2.68
0.38,Ideal,D,VVS1,61.8,56.0,1400,4.63,4.66,2.87
0.9,Very Good,G,SI1,63.2,59.0,3669,6.1,6.05,3.84
0.54,Ideal,D,VVS1,61.2,57.0,3494,5.25,5.27,3.22
0.38,Ideal,D,VVS1,60.3,56.0,1867,4.72,4.74,2.85
0.41,Ideal,F,IF,61.9,56.0,1439,4.78,4.81,2.97
1.7,Ideal,J,SI1,60.9,57.0,8758,7.73,7.66,4.69
1.72,Good,F,SI1,64.3,60.0,13499,7.52,7.56,4.85
0.36,Good,E,IF,57.7,54.0,1053,4.74,4.79,2.75
0.34,Premium,E,SI1,61.8,58.0,596,4.47,4.5,2.77
0.52,Ideal,E,VS1,61.3,56.0,1886,5.18,5.22,3.19
0.32,Ideal,H,VVS2,61.6,55.0,628,4.43,4.46,2.74
0.78,Premium,D,SI1,61.8,59.0,3103,5.93,5.88,3.65
1.7,Premium,E,VS2,58.6,62.0,18342,7.92,7.84,4.62
1.04,Good,H,SI2,57.9,58.0,4193,6.72,6.68,3.88
1.01,Very Good,E,VS2,59.9,57.0,6622,6.52,6.57,3.92
0.32,Ideal,F,VVS1,62.1,56.0,926,4.39,4.43,2.74
0.31,Ideal,G,VS2,59.6,57.0,544,4.4,4.43,2.63
0.9,Very Good,I,VS1,62.6,59.0,4126,6.11,6.15,3.84
0.49,Premium,E,SI1,61.5,58.0,1084,5.08,5.06,3.12
0.31,Premium,E,VS2,60.0,59.0,872,4.39,4.35,2.62
1.23,Very Good,F,VS1,60.6,58.0,9346,6.88,6.95,4.19
0.53,Ideal,G,VVS2,61.7,56.0,2051,5.23,5.2,3.22
0.34,Ideal,E,VVS1,61.9,56.0,1084,4.51,4.47,2.78
0.43,Very Good,G,VVS1,62.3,59.0,1207,4.77,4.83,2.99
1.02,Very Good,H,SI2,61.1,61.0,4039,6.48,6.51,3.97
0.53,Very Good,D,VVS2,57.5,64.0,2782,5.34,5.37,3.08
0.35,Ideal,H,VS1,62.0,56.0,614,4.54,4.56,2.82
1.19,Ideal,I,SI1,62.3,57.0,4998,6.78,6.73,4.21
0.71,Very Good,J,SI1,60.7,58.0,1643,5.78,5.81,3.52
0.9,Very Good,H,SI2,61.1,63.0,3160,6.12,6.19,3.76
1.53,Ideal,I,SI2,61.9,58.0,8637,7.39,7.34,4.56
0.72,Ideal,I,SI2,60.7,60.0,1927,5.75,5.78,3.5
0.31,Ideal,E,VS2,61.7,56.0,872,4.35,4.31,2.67
0.32,Ideal,E,VS1,61.1,56.0,713,4.42,4.45,2.71
0.34,Very Good,G,SI1,61.2,54.0,536,4.53,4.56,2.78
0.78,Ideal,G,VS2,62.2,57.0,3171,5.87,5.9,3.66
0.72,Ideal,G,VVS1,62.2,54.4,3492,5.73,5.76,3.57
1.3,Ideal,G,VVS2,62.0,57.0,11175,7.03,6.96,4.34
1.2,Ideal,D,SI2,61.7,56.0,6740,6.88,6.81,4.22
1.24,Premium,E,SI2,61.1,59.0,6377,6.99,6.89,4.24
1.32,Premium,I,SI2,60.8,58.0,4704,7.03,7.11,4.3
1.0,Premium,F,VS2,61.9,59.0,6640,6.41,6.36,3.95
1.18,Ideal,G,VS2,62.7,55.0,8564,6.77,6.74,4.23
0.32,Ideal,H,VVS1,60.4,57.0,936,4.46,4.42,2.68
1.5,Ideal,G,SI1,62.0,56.0,11079,7.29,7.33,4.53
0.31,Very Good,F,VS2,62.9,58.0,625,4.27,4.31,2.7
0.51,Premium,E,VS2,62.5,60.0,1709,5.1,5.08,3.18
0.71,Ideal,F,SI1,62.7,55.0,2346,5.65,5.74,3.57
0.51,Premium,E,SI1,61.2,61.0,1402,5.16,5.13,3.15
1.01,Very Good,I,SI1,59.7,60.0,4186,6.49,6.55,3.89
1.1,Good,H,SI1,63.6,58.0,5131,6.55,6.5,4.15
0.5,Ideal,G,VS2,62.6,57.0,1424,5.11,5.05,3.18
0.4,Premium,H,VVS2,60.9,58.0,1125,4.79,4.74,2.9
0.5,Very Good,F,SI2,62.9,63.0,1125,4.99,4.93,3.12
0.7,Very Good,I,VS1,62.4,59.0,2274,5.55,5.64,3.49
0.38,Premium,F,VS1,60.9,58.0,998,4.71,4.68,2.86
2.0,Very Good,E,SI2,62.9,56.0,16064,7.94,8.0,5.01
0.54,Ideal,F,VVS2,61.0,57.0,2109,5.26,5.3,3.22
0.73,Ideal,E,VS1,62.3,56.0,3311,5.8,5.75,3.6
0.91,Very Good,E,VS1,61.9,59.0,5259,6.17,6.23,3.84
0.51,Premium,H,SI1,60.0,61.0,1163,5.2,5.17,3.11
1.02,Ideal,F,VS1,62.2,57.0,7836,6.39,6.43,3.99
0.54,Ideal,E,VS2,61.7,55.0,1609,5.23,5.2,3.22
0.3,Very Good,H,VS1,61.9,55.0,541,4.32,4.37,2.69
0.34,Ideal,D,VS2,61.3,57.0,805,4.47,4.5,2.75
0.37,Very Good,G,VS1,63.1,56.0,957,4.59,4.57,2.89
0.51,Good,G,VS2,63.9,56.0,1343,5.07,5.1,3.25
0.9,Good,J,SI2,63.9,56.0,2693,6.1,6.17,3.92
0.3,Ideal,G,IF,60.9,57.0,895,4.29,4.32,2.62
0.9,Good,J,VS2,64.1,56.0,2691,6.12,6.08,3.91
0.3,Ideal,E,SI1,61.4,56.0,720,4.36,4.33,2.67
0.5,Good,F,VS2,57.8,63.0,1279,5.2,5.15,2.99
0.33,Premium,I,VS2,62.0,60.0,594,4.46,4.41,2.75
0.31,Very Good,D,SI1,63.1,57.0,732,4.32,4.3,2.72
2.0,Premium,D,SI2,59.3,62.0,12576,8.12,8.06,4.8
1.51,Ideal,F,VS2,62.4,53.0,15688,7.37,7.32,4.58
0.35,Very Good,G,VVS1,61.2,57.0,842,4.55,4.58,2.79
0.79,Very Good,E,SI1,63.2,56.0,3053,5.91,5.83,3.71
0.51,Premium,D,SI1,62.0,59.0,1602,5.15,5.11,3.18
0.91,Premium,I,SI2,62.0,59.0,2913,6.18,6.23,3.85
0.41,Premium,G,VS2,62.6,58.0,827,4.71,4.74,2.96
0.31,Ideal,D,VS2,61.5,56.0,734,4.37,4.41,2.7
1.55,Premium,I,SI2,58.5,60.0,7972,7.64,7.58,4.45
0.57,Ideal,G,VVS2,61.9,56.0,2147,5.3,5.29,3.28
1.53,Ideal,H,SI2,59.6,57.0,5631,7.46,7.38,4.42
0.35,Ideal,F,SI1,61.1,56.0,707,4.56,4.58,2.79
0.83,Ideal,D,SI2,62.0,55.0,3774,6.02,6.05,3.74
0.3,Ideal,E,VVS2,61.9,57.0,789,4.28,4.31,2.66
1.04,Premium,G,I1,62.2,58.0,2801,6.46,6.41,4.0
2.03,Ideal,G,SI2,61.1,57.0,17182,8.16,8.21,5.0
0.36,Ideal,F,VVS1,61.0,55.0,1028,4.6,4.62,2.81
0.3,Premium,E,SI2,62.7,59.0,540,4.26,4.22,2.66
0.39,Good,J,VS1,63.1,56.0,616,4.62,4.7,2.94
1.37,Ideal,F,VS1,59.6,57.0,11649,7.28,7.22,4.32
0.41,Ideal,E,VVS2,61.6,56.0,1243,4.8,4.78,2.95
1.0,Good,D,VS1,57.8,61.0,7500,6.62,6.56,3.81
0.56,Premium,E,VVS2,59.2,56.0,2496,5.49,5.39,3.22
0.39,Very Good,F,VVS2,61.7,56.0,965,4.7,4.74,2.91
0.31,Ideal,D,VS2,62.0,55.0,734,4.33,4.35,2.69
1.51,Premium,J,SI2,61.9,56.0,6712,7.44,7.29,4.56
1.01,Ideal,D,SI1,62.0,57.0,5939,6.44,6.37,3.97
1.21,Premium,H,SI2,58.8,60.0,6098,6.99,6.95,4.1
0.41,Ideal,E,VVS2,62.3,56.0,1187,4.75,4.78,2.97
1.06,Ideal,F,SI1,61.7,55.0,6363,6.58,6.56,4.06
0.33,Premium,D,SI1,60.1,59.0,780,4.49,4.46,2.69
1.11,Very Good,F,VS1,60.7,55.0,8528,6.69,6.71,4.07
0.4,Ideal,E,VS2,61.4,57.0,1150,4.78,4.75,2.92
0.55,Ideal,D,VS2,61.4,57.0,2030,5.31,5.27,3.25
0.57,Ideal,H,SI2,61.5,55.0,1151,5.35,5.38,3.3
0.97,Ideal,D,SI1,62.8,56.0,5028,6.24,6.3,3.94
0.7,Ideal,E,VS1,62.1,55.0,3248,5.72,5.77,3.57
0.7,Very Good,G,SI1,62.5,60.0,2042,5.64,5.68,3.54
0.5,Ideal,E,VVS2,62.2,54.0,2889,5.08,5.12,3.17
0.31,Ideal,F,VS2,62.4,56.0,625,4.31,4.34,2.7
0.31,Premium,D,SI1,62.0,58.0,571,4.3,4.35,2.68
1.14,Fair,J,SI2,64.4,55.0,3403,6.56,6.54,4.22
0.52,Ideal,H,VVS1,60.4,57.0,1778,5.2,5.23,3.15
1.15,Premium,I,SI2,61.3,57.3,5123,6.71,6.78,4.13
0.9,Very Good,G,IF,60.1,59.0,5754,6.22,6.26,3.75
0.3,Premium,G,VVS2,60.4,60.0,819,4.34,4.3,2.61
0.72,Good,I,VS2,60.1,60.5,2174,5.76,5.85,3.48
2.1,Good,H,SI1,63.7,61.0,12121,8.1,8.07,5.15
0.28,Very Good,F,VS1,61.0,59.0,487,4.18,4.24,2.57
0.41,Ideal,G,VVS1,62.0,56.0,1151,4.78,4.8,2.97
0.52,Premium,F,SI1,62.0,59.0,1112,5.18,5.15,3.2
0.51,Ideal,D,VS2,61.6,56.0,1787,5.15,5.17,3.18
0.31,Premium,I,VS2,59.9,60.0,558,4.44,4.41,2.65
1.52,Premium,E,SI2,62.9,59.0,9576,7.31,7.26,4.58
0.54,Ideal,G,SI2,61.8,54.0,1133,5.23,5.25,3.24
0.91,Good,F,SI1,58.0,57.0,4067,6.36,6.47,3.72
0.5,Very Good,E,SI1,63.4,58.0,1155,5.09,5.01,3.2
0.4,Very Good,F,VS1,60.9,61.0,851,4.75,4.78,2.9
0.26,Ideal,H,SI2,62.5,53.0,362,4.09,4.13,2.57
0.4,Premium,G,SI1,62.0,59.0,702,4.71,4.74,2.93
1.16,Ideal,G,VVS2,62.2,56.0,9419,6.74,6.7,4.18
0.91,Very Good,D,VS1,62.5,56.0,5597,6.14,6.18,3.85
1.05,Premium,H,SI1,61.3,58.0,5228,6.52,6.47,3.98
0.54,Very Good,E,SI2,60.7,56.5,1415,5.24,5.28,3.19
0.51,Ideal,G,VVS2,61.2,56.0,2303,5.16,5.17,3.16
0.47,Ideal,E,VS1,61.2,56.0,1872,5.01,5.05,3.08
1.21,Ideal,H,SI2,62.0,54.5,5814,6.81,6.87,4.25
1.6,Ideal,J,VS1,62.0,53.0,10011,7.57,7.56,4.69
0.34,Premium,D,SI1,61.2,58.0,803,4.49,4.47,2.74
0.8,Ideal,G,VVS2,61.5,55.0,4740,5.95,5.99,3.68
0.55,Very Good,H,SI1,59.4,58.0,1270,5.36,5.38,3.19
0.32,Ideal,G,VVS2,61.4,55.0,730,4.4,4.43,2.71
0.52,Very Good,F,VS2,63.9,57.0,1550,5.08,5.12,3.26
0.31,Ideal,E,SI1,63.0,57.0,698,4.32,4.29,2.71
0.33,Premium,G,VS1,62.4,59.0,666,4.41,4.47,2.77
0.33,Ideal,G,VS1,62.3,54.0,854,4.48,4.45,2.78
1.16,Ideal,H,SI2,61.9,56.0,4797,6.73,6.77,4.18
1.23,Ideal,J,VS1,62.2,55.0,6100,6.83,6.86,4.26
0.96,Premium,E,SI2,62.8,60.0,3016,6.3,6.24,3.94
0.79,Premium,E,SI2,61.4,58.0,2756,6.03,5.96,3.68
0.32,Ideal,I,VS1,62.3,57.0,505,4.37,4.42,2.74
1.07,Ideal,G,SI2,62.0,57.0,4401,6.58,6.55,4.07
0.5,Good,E,VS1,61.1,58.2,1932,5.08,5.12,3.11
0.53,Ideal,E,VS2,61.9,56.0,1721,5.19,5.21,3.22
0.7,Good,F,VS2,62.9,61.0,2591,5.6,5.63,3.53
0.52,Ideal,E,VS2,61.3,55.0,1767,5.22,5.19,3.19
0.38,Premium,D,VVS1,61.4,59.0,1400,4.63,4.66,2.85
0.73,Ideal,D,VVS2,62.2,56.0,4252,5.79,5.73,3.58
0.35,Ideal,G,IF,61.4,55.0,1116,4.59,4.56,2.81
0.54,Ideal,E,SI1,61.5,57.0,1637,5.25,5.22,3.22
1.09,Ideal,F,VVS2,62.0,56.0,10196,6.63,6.6,4.1
1.01,Good,G,VS2,63.6,56.0,10181,6.31,6.24,3.99
0.72,Good,G,VS1,58.0,57.8,2958,5.85,5.87,3.4
0.4,Premium,I,VVS1,61.5,58.0,1080,4.76,4.7,2.91
1.01,Very Good,F,VS2,58.8,63.0,6257,6.51,6.56,3.84
0.73,Premium,E,VS2,62.5,61.0,2862,5.78,5.64,3.59
1.22,Premium,I,SI2,62.5,58.0,5226,6.8,6.76,4.24
