climbRate,Sgz,p,q,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SaTime1,SaTime2,SaTime3,SaTime4,diffSaTime1,diffSaTime2,diffSaTime3,diffSaTime4,Sa,Goal
-195,-26,-0.38,-0.1,0.1,-9,13,-0.008,-0.2,-0.0005,-0.0006,-0.0006,-0.0007,0.0001,0.0,0.0001,0.0,-0.0007,0.014
58,-7,0.03,0.05,0.1,-13,7,0.0,-1.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.02
136,-26,0.25,-0.01,-0.4,-11,6,0.004,-0.1,-0.0008,-0.0006,-0.0006,-0.0006,-0.0003,0.0,0.0,0.0,-0.0006,0.02
-195,-22,0.17,0.06,0.8,-12,3,-0.002,-0.2,-0.001,-0.0009,-0.0009,-0.0009,-0.0002,0.0,0.0,0.0,-0.0009,0.026
-195,-6,-0.18,0.09,1.0,-10,-7,-0.008,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.022
-109,2,-0.19,0.36,-0.4,-20,-12,-0.009,-0.3,-0.002,-0.002,-0.002,-0.002,0.0,0.0,0.0,0.0,-0.002,0.035
-151,9,-0.19,0.21,-0.4,-19,2,-0.01,-0.5,-0.0023,-0.0023,-0.0023,-0.0023,0.0,0.0,0.0,0.0,-0.0023,0.042
-242,-15,0.02,0.09,0.3,-8,-8,-0.006,0.0,-0.0005,-0.0005,-0.0005,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.018
-225,-45,-0.31,-0.07,0.8,-17,6,0.009,1.7,-0.0013,-0.0012,-0.0012,-0.0012,-0.0002,0.0,0.0,0.0,-0.0012,0.026
-28,-35,0.01,0.05,0.8,-10,0,-0.008,-0.1,-0.0013,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,0.04
-517,-18,-0.21,0.09,-0.7,-12,-5,-0.004,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.017
410,-28,0.04,0.15,-1.6,-22,4,0.024,0.2,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009,0.021
148,-16,-0.51,0.18,1.6,-10,-13,-0.019,0.1,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,0.029
-49,-15,0.11,-0.07,-1.1,-10,10,0.013,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018
-166,-65,0.07,-0.01,0.0,-6,1,-0.008,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.016
-332,-1,-0.66,0.11,1.0,-10,-10,-0.027,0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.018
84,11,-0.25,0.02,1.3,-5,-3,-0.014,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.019
144,-10,-0.39,0.08,-0.1,-8,-4,0.004,-1.8,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.02
-677,-56,0.12,0.05,1.6,-13,2,0.001,0.2,-0.0008,-0.0008,-0.0008,-0.0008,-0.0002,0.0,0.0,0.0,-0.0008,0.019
443,-21,-0.19,-0.04,-0.5,-7,5,0.004,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018
-177,16,0.05,0.07,0.9,-15,3,0.012,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.022
-20,-26,-0.47,0.21,1.7,-13,-16,-0.045,0.0,-0.0013,-0.0016,-0.0016,-0.0016,0.0003,0.0,0.0,0.0,-0.0016,0.021
100,-23,-0.08,0.1,-0.1,-20,8,0.009,-0.1,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.026
-273,16,-0.02,0.04,-0.5,-13,-5,0.002,0.5,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.017
123,-39,-0.03,0.08,-1.5,-8,-14,0.017,2.1,-0.0004,-0.0003,-0.0003,-0.0002,-0.0002,0.0,-0.0002,0.0,-0.0002,0.02
175,-17,-0.19,-0.15,1.0,-6,16,-0.004,0.1,-0.0004,-0.0004,-0.0004,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018
165,-26,-0.23,0.04,-0.7,-9,-2,0.005,-0.2,-0.0004,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.02
-50,-22,0.18,-0.01,0.7,-5,2,-0.004,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.019
-171,-13,-0.92,0.05,1.1,-13,2,-0.046,0.3,-0.0018,-0.0018,-0.0018,-0.0018,0.0,0.0,0.0,0.0,-0.0018,0.023
321,-37,-0.08,-0.06,-1.4,-7,7,0.0,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.025
99,-3,0.32,0.08,-0.2,-6,1,0.01,-1.6,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002,0.028
-235,-20,-0.57,0.1,1.8,-8,-14,-0.022,0.8,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0001,0.0,-0.0009,0.018
163,-19,-0.07,-0.02,-1.1,-8,3,0.005,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018
-477,-42,-0.22,0.01,0.8,-14,8,0.006,0.0,-0.0009,-0.0008,-0.0008,-0.0008,-0.0002,0.0,0.0,0.0,-0.0008,0.016
-144,-4,-0.24,0.05,0.5,-6,-6,-0.004,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017
119,-10,0.34,-0.05,-0.3,-8,7,0.008,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.022
13,-15,0.01,0.16,0.7,-15,-5,-0.007,-0.1,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0.029
792,-14,0.13,-0.07,-1.5,-11,12,0.005,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.022
-334,5,0.09,0.34,1.2,-14,-32,-0.009,1.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.021
89,-27,0.14,0.02,-1.0,-12,4,0.031,0.0,-0.0003,-0.0002,-0.0002,-0.0002,-0.0002,0.0,-0.0001,0.0,-0.0002,0.023
-25,-25,-0.4,0.07,0.8,-6,-7,-0.013,0.1,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0,0.0,-0.0007,0.021
163,-31,-0.34,0.16,-1.9,-12,-13,0.007,0.8,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.021
-195,-11,0.11,0.22,-1.8,-13,-13,0.012,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.036
-391,-23,-0.06,0.11,0.0,-6,-10,-0.002,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.036
266,-64,0.2,-0.02,0.7,-7,4,-0.009,-0.3,-0.0007,-0.0007,-0.0007,-0.0006,0.0,0.0,-0.0002,0.0,-0.0006,0.024
-366,12,-0.37,0.13,0.9,-12,-9,-0.014,0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.019
22,-15,0.33,0.08,-1.4,-16,3,0.009,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.019
-430,37,0.44,-0.05,0.7,-9,3,-0.017,1.9,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.023
148,-11,-0.4,-0.04,-0.7,-8,4,-0.009,0.3,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.018
301,-17,-0.06,0.02,-0.5,-7,-2,-0.003,0.4,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.02
18,-23,-0.6,-0.07,-0.9,-10,7,0.007,0.9,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018
-15,-18,-0.43,-0.03,0.1,-15,12,-0.011,0.0,-0.001,-0.0011,-0.0011,-0.0011,0.0001,0.0,0.0,0.0,-0.0011,0.017
377,4,0.38,0.03,0.5,-19,13,0.01,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.02
-151,-3,0.03,0.21,0.4,-19,-7,0.002,-0.1,-0.001,-0.0011,-0.0011,-0.0011,0.0001,0.0,0.0,0.0,-0.0011,0.021
236,-38,-0.39,-0.04,0.3,-13,11,-0.002,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.018
-161,19,-0.21,0.13,-1.0,-7,-14,0.008,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.018
-544,10,0.13,0.06,2.0,-9,-9,-0.012,0.6,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.018
-72,12,-0.02,0.16,-0.1,-21,6,-0.015,-0.2,-0.0019,-0.0019,-0.0019,-0.0019,0.0,0.0,0.0,0.0,-0.0019,0.029
43,-5,-0.18,0.13,-0.7,-8,-10,-0.002,0.2,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001,0.047
120,-33,-0.01,-0.04,-1.6,-15,13,0.013,-0.1,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0,0.0,-0.0007,0.018
-36,-13,-0.3,-0.04,0.2,-8,5,-0.003,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.016
-449,-17,-0.14,-0.15,0.4,-7,16,0.002,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.014
-332,-11,0.05,0.15,-0.7,-10,-14,-0.003,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.018
-157,-53,-0.27,-0.22,1.3,-12,13,-0.012,3.3,-0.0009,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009,0.014
142,-25,-0.02,-0.01,0.6,-12,9,-0.005,-0.5,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.02
-147,-10,-0.08,0.14,-0.8,-8,-14,0.003,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018
52,1,0.27,0.18,0.5,-12,-17,-0.016,0.4,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.02
294,-3,-0.24,-0.02,-1.5,-7,3,0.008,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.02
-647,34,-0.15,-0.07,0.6,-8,-7,0.001,3.6,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018
-216,35,0.24,0.16,0.0,-12,-10,-0.006,-0.6,-0.0009,-0.0008,-0.0008,-0.0008,-0.0002,0.0,0.0,0.0,-0.0008,0.019
17,51,-0.38,-0.03,-0.7,-7,3,0.006,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.018
-460,-18,0.1,0.04,-1.0,-9,-2,0.011,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018
90,-6,-0.24,0.08,-0.3,-6,-7,0.006,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.026
11,7,0.27,-0.11,-0.7,-7,13,0.005,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.017
-255,-4,0.32,0.12,1.0,-5,-14,-0.005,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018
-39,-18,-0.12,0.07,0.5,-13,-2,0.004,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.02
-31,27,0.29,0.25,-1.5,-17,-8,0.011,-0.2,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.037
430,-3,-0.22,0.01,0.8,-7,2,0.005,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.019
-159,-37,0.3,0.09,0.8,-12,-2,-0.008,-0.1,-0.0019,-0.0018,-0.0018,-0.0017,-0.0002,0.0,-0.0002,0.0,-0.0017,0.045
-296,-22,0.09,0.07,-0.9,-9,-4,-0.002,-0.2,-0.0006,-0.0007,-0.0007,-0.0008,0.0001,0.0,0.0001,0.0,-0.0008,0.029
373,-51,0.01,-0.06,-0.9,-12,12,0.01,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018
-407,-14,0.3,-0.32,0.8,-5,13,-0.002,5.7,-0.0004,-0.0003,-0.0003,-0.0003,-0.0002,0.0,0.0,0.0,-0.0003,0.016
526,-12,0.31,-0.02,-0.7,-7,-2,0.006,0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.02
-48,-9,-0.28,0.04,-0.8,-8,-2,0.007,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017
502,-9,-0.06,0.08,0.1,-16,3,0.01,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.023
196,-7,-0.14,0.01,-0.1,-7,1,0.002,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.019
19,-36,0.05,-0.05,-0.1,-7,5,-0.005,0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018
595,1,0.21,0.14,0.7,-14,10,-0.004,-3.6,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.021
-394,9,0.36,0.09,0.7,-13,3,0.003,-1.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.018
-11,-21,0.22,0.06,0.5,-6,-7,-0.004,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018
-15,-46,0.3,0.01,1.7,-10,2,-0.013,0.4,-0.0011,-0.001,-0.001,-0.001,-0.0002,0.0,-0.0002,0.0,-0.001,0.025
-617,-27,0.04,0.07,-2.7,-17,5,0.025,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.017
224,18,0.34,0.04,0.9,-5,-4,-0.006,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0001,0.0,-0.0004,0.018
-275,0,-0.13,0.12,-0.6,-10,-9,0.002,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.02
451,9,0.61,0.11,0.9,-15,-5,0.013,0.5,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.022
325,43,0.35,0.22,0.6,-14,-15,-0.003,-0.4,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.023
-216,-30,-0.19,-0.23,-0.9,-20,12,0.008,4.0,-0.0018,-0.0018,-0.0018,-0.0018,0.0,0.0,0.0,0.0,-0.0018,0.032
62,4,0.45,-0.06,-0.6,-8,7,0.004,0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.02
348,-25,-0.21,-0.12,0.1,-6,14,0.003,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.017
-109,-39,0.02,-0.1,-0.3,-6,-3,-0.001,0.4,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.04
108,-6,-0.26,0.04,-1.5,-8,-1,0.009,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.032
270,-31,-0.12,0.23,0.8,-19,-5,-0.014,0.2,-0.0019,-0.0019,-0.0019,-0.0019,0.0,0.0,0.0,0.0,-0.0019,0.033
11,-52,-0.6,-0.11,-1.2,-10,8,0.016,0.0,-0.0005,-0.0005,-0.0005,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.027
-23,-59,-0.18,-0.13,-0.4,-6,16,0.01,-0.3,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002,0.016
79,-40,-0.25,0.05,0.5,-7,-5,0.003,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017
148,-52,-0.11,-0.16,-0.4,-12,26,0.018,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.016
-101,9,-0.22,0.09,-0.9,-7,-10,0.001,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.019
83,-47,-0.18,-0.05,-0.8,-8,7,0.002,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.017
25,17,-0.35,0.15,0.3,-10,-14,-0.018,0.1,-0.0009,-0.0011,-0.0011,-0.0011,0.0001,0.0,0.0,0.0,-0.0011,0.026
53,35,0.49,0.36,0.5,-17,-18,-0.016,-0.5,-0.0018,-0.0018,-0.0018,-0.0018,0.0,0.0,0.0,0.0,-0.0018,0.036
-233,-22,-0.02,0.26,0.6,-11,-21,-0.029,-0.7,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.02
-88,-27,-0.14,0.07,1.2,-9,-9,-0.035,0.3,-0.0011,-0.0011,-0.0011,-0.0011,0.0001,0.0,0.0,0.0,-0.0011,0.018
-426,43,0.0,0.08,0.1,-11,0,-0.012,0.8,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.017
-53,-24,0.17,0.15,-0.2,-13,-8,-0.006,0.3,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016,0.038
-171,-38,-0.24,0.14,0.4,-8,-14,-0.006,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.019
12,-21,0.3,-0.02,-1.5,-14,10,0.023,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.033
19,-19,-0.06,0.09,1.2,-18,6,0.0,-0.1,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,0.03
63,-9,0.4,0.07,-1.5,-7,-5,0.008,-1.3,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003,0.021
90,-42,0.13,-0.01,0.5,-14,8,0.007,0.4,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.02
261,-40,0.33,0.07,-0.4,-16,6,0.019,-0.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.022
-318,-35,0.38,-0.1,-2.4,-8,8,0.011,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.035
654,0,0.45,0.26,-0.1,-12,-11,0.005,-0.7,-0.0018,-0.0015,-0.0015,-0.0014,-0.0004,0.0,-0.0002,0.0,-0.0014,0.059
-640,-34,0.02,-0.14,1.3,-5,13,-0.005,1.6,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.014
400,-23,0.03,-0.06,0.2,-13,13,0.001,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.018
-41,-31,-0.14,0.28,-0.6,-19,-10,0.015,0.2,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0.035
408,23,0.31,0.05,0.1,-6,-6,-0.003,-0.8,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018
32,22,0.01,0.28,0.6,-11,-22,-0.02,0.0,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,0.024
-534,-26,-0.2,-0.09,-0.3,-6,10,0.006,-0.6,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.013
-18,-11,0.05,0.24,-0.3,-13,-18,-0.001,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.024
-257,-46,-0.21,0.23,-1.0,-20,-4,0.012,-0.3,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.024
177,-42,0.1,-0.03,0.5,-8,5,-0.003,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.019
-345,13,0.22,0.13,-0.5,-7,-13,0.0,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.017
135,7,0.35,0.21,-0.5,-15,-10,0.009,-1.3,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.022
-437,11,0.05,0.03,0.6,-6,-3,-0.002,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.015
-388,-28,-0.23,0.19,-0.8,-14,-13,0.006,-0.1,-0.0006,-0.0006,-0.0006,-0.0007,0.0001,0.0,0.0001,0.0,-0.0007,0.019
-335,-52,-0.29,0.15,1.0,-17,-3,-0.015,0.0,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,0.023
-104,-12,0.06,0.07,0.3,-10,-4,-0.001,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,0.02
-427,-21,0.26,0.01,-0.9,-11,4,0.017,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.016
-152,-16,0.54,0.09,0.6,-11,-4,0.003,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.029
405,-52,0.49,-0.04,-0.2,-11,10,0.01,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.02
3,-50,-0.28,-0.17,0.2,-10,22,-0.004,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.016
-303,-9,0.29,0.12,0.5,-7,-12,-0.006,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.018
106,-8,0.01,0.22,-0.6,-17,-11,0.004,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.025
366,-6,-0.11,-0.02,-1.5,-9,5,0.007,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,-0.0001,0.0,0.0,0.0,-0.0005,0.019
165,-49,-0.03,0.09,0.3,-13,0,-0.014,-0.2,-0.0017,-0.0019,-0.0019,-0.002,0.0002,0.0,0.0001,0.0,-0.002,0.048
17,-27,0.03,-0.02,0.0,-6,3,0.005,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.024
157,-27,-0.01,-0.04,-1.3,-8,6,-0.003,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.019
-240,-21,-0.15,-0.06,-1.1,-20,9,0.019,2.8,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,0.028
103,-31,0.3,0.02,-0.3,-9,2,0.008,-0.1,-0.0006,-0.0005,-0.0005,-0.0004,-0.0001,0.0,-0.0002,0.0,-0.0004,0.022
-50,-61,0.58,0.12,0.7,-15,-4,-0.003,-0.2,-0.001,-0.0009,-0.0009,-0.0009,-0.0002,0.0,0.0,0.0,-0.0009,0.021
70,-12,-0.2,0.18,1.1,-15,-9,-0.017,-0.1,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,0.022
-221,2,0.04,0.17,-0.1,-7,-17,-0.003,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.016
-228,1,-0.04,0.12,0.1,-13,-7,-0.002,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.018
-215,-23,0.48,0.17,-0.2,-19,1,0.012,-0.2,-0.0012,-0.0011,-0.0011,-0.0011,-0.0003,0.0,0.0,0.0,-0.0011,0.025
-429,6,0.0,0.18,0.3,-9,-17,0.0,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.02
-488,-45,0.35,-0.02,-0.3,-6,3,0.006,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,0.026
188,24,0.43,0.07,0.9,-10,5,0.004,-0.7,-0.0007,-0.0006,-0.0006,-0.0005,-0.0002,0.0,-0.0002,0.0,-0.0005,0.02
-261,-26,-0.24,0.15,2.0,-17,4,-0.005,-1.1,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.02
-131,-30,-0.12,0.06,0.6,-18,1,0.011,2.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,0.019
-190,-23,0.07,-0.04,0.5,-6,5,0.001,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,0.018
-32,-29,-0.21,0.01,0.4,-10,3,-0.007,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,0.022
-320,16,0.01,-0.05,1.7,-14,5,-0.016,2.0,-0.0017,-0.0017,-0.0017,-0.0015,0.0,0.0,-0.0003,0.0,-0.0015,0.028
553,-39,-0.32,-0.03,0.1,-8,12,0.004,-1.8,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,0.016
-158,-16,0.13,0.25,1.6,-12,-19,-0.015,0.0,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,0.024
-222,-28,0.12,0.11,-0.9,-11,-6,0.01,-0.2,-0.0009,-0.0008,-0.0008,-0.0007,-0.0002,0.0,-0.0002,0.0,-0.0007,0.032
185,9,-0.33,0.12,-1.0,-13,-8,0.005,-0.8,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,0.021
