,Location,Area,Bed,Bath,Price
230,"Block C, Eastern Housing, Pallabi, Mirpur, Dhaka","1,050 sqft",3,3,17 Thousand
231,"East Bashabo, Bashabo, Dhaka",800 sqft,2,2,12 Thousand
232,"Section 1, Mirpur, Dhaka","1,100 sqft",3,2,16 Thousand
233,"Nowapara, Dakshin Khan, Dhaka",700 sqft,2,2,10 Thousand
234,"Nayatola, Maghbazar, Dhaka",600 sqft,2,1,11 Thousand
235,"Khilgaon, Dhaka",700 sqft,2,2,18 Thousand
236,"Shahjahanpur, Dhaka",700 sqft,2,2,20 Thousand
237,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",720 sqft,2,2,14 Thousand
238,"Shah Ali Bag, Section 1, Mirpur, Dhaka","1,350 sqft",3,3,16 Thousand
239,"Mollika R/A, Section 7, Mirpur, Dhaka","1,400 sqft",3,3,20 Thousand
240,"West Shewrapara, Mirpur, Dhaka","1,150 sqft",3,3,18.5 Thousand
241,"Popular Housing, Borobag, Section 2, Mirpur, Dhaka",750 sqft,2,1,13 Thousand
242,"Gulshan 1, Gulshan, Dhaka","3,000 sqft",4,3,1 Lakh
243,"Paikpara, Ahmed Nagar, Mirpur, Dhaka","1,250 sqft",3,3,17 Thousand
244,"Senpara Parbata, Section 10, Mirpur, Dhaka",700 sqft,2,2,15 Thousand
245,"Sector 14, Uttara, Dhaka",800 sqft,2,2,16 Thousand
246,"Senpara Parbata, Section 10, Mirpur, Dhaka",700 sqft,2,2,15 Thousand
247,"Senpara Parbata, Section 10, Mirpur, Dhaka",700 sqft,2,2,15 Thousand
248,"Senpara Parbata, Section 10, Mirpur, Dhaka",700 sqft,2,2,15 Thousand
249,"Senpara Parbata, Section 10, Mirpur, Dhaka",700 sqft,2,2,15 Thousand
250,"Section 10, Mirpur, Dhaka","1,365 sqft",3,3,25 Thousand
251,"1st Colony, Mirpur, Dhaka","1,200 sqft",3,2,24 Thousand
252,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
253,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
254,"RK Mission Road, Gopibag, Motijheel, Dhaka",750 sqft,2,2,18 Thousand
255,"PC Culture Housing, Mohammadpur, Dhaka",750 sqft,2,2,17 Thousand
256,"PC Culture Housing, Mohammadpur, Dhaka",750 sqft,2,2,14 Thousand
257,"Abdullahbag, Uttar Badda, Badda, Dhaka",600 sqft,2,1,13 Thousand
258,"Dhanmondi, Dhaka","1,800 sqft",3,3,42 Thousand
259,"Block C1, Sector 15, Uttara, Dhaka","1,700 sqft",3,3,20 Thousand
260,"Block C1, Sector 15, Uttara, Dhaka","1,700 sqft",3,3,20 Thousand
261,"Natun Bazar, Badda, Dhaka","1,050 sqft",3,2,20 Thousand
262,"Block C1, Sector 15, Uttara, Dhaka","1,600 sqft",3,3,20 Thousand
263,"Avenue 5, Block C, Section 11, Mirpur, Dhaka",850 sqft,3,2,13 Thousand
264,"Gulbag, Malibagh, Dhaka",600 sqft,2,1,19 Thousand
265,"Kallyanpur, Mirpur, Dhaka",700 sqft,2,2,12 Thousand
266,"West Nakhalpara, Tejgaon, Dhaka",870 sqft,2,2,19 Thousand
267,"Kathalbagan, Dhaka","1,250 sqft",3,2,24 Thousand
268,"Turag City, Section 1, Mirpur, Dhaka",650 sqft,2,2,11 Thousand
269,"Pirerbag, Mirpur, Dhaka","1,000 sqft",3,2,14.5 Thousand
270,"Block C, Aftab Nagar, Dhaka","1,180 sqft",3,3,17.5 Thousand
271,"Block K, Eastern Housing, Pallabi, Mirpur, Dhaka","1,000 sqft",3,3,12 Thousand
272,"Block D, Eastern Housing, Pallabi, Mirpur, Dhaka","1,000 sqft",3,2,12.5 Thousand
273,"Kotwali, Dhaka",600 sqft,3,1,16 Thousand
274,"Nurer Chala, Badda, Dhaka",700 sqft,2,2,13 Thousand
275,"Ashkona, Dakshin Khan, Dhaka","1,330 sqft",3,3,20 Thousand
276,"Ashkona, Dakshin Khan, Dhaka","1,330 sqft",3,3,20 Thousand
277,"Ashkona, Dakshin Khan, Dhaka","1,330 sqft",3,3,20 Thousand
278,"Block H, Bashundhara R-A, Dhaka","1,500 sqft",3,3,25 Thousand
279,"Mohammadpur, Dhaka",900 sqft,2,2,20 Thousand
280,"Mohammadi Housing LTD., Mohammadpur, Dhaka","1,760 sqft",3,4,30 Thousand
281,"Madhya Ajampur, Dakshin Khan, Dhaka",400 sqft,2,1,8 Thousand
282,"Section 10, Mirpur, Dhaka",650 sqft,2,2,13.5 Thousand
283,"Maghbazar, Dhaka",600 sqft,2,2,15 Thousand
284,"Block D, Nobodoy Housing Society, Mohammadpur, Dhaka","1,070 sqft",3,3,19 Thousand
285,"Block E, Section 12, Mirpur, Dhaka",850 sqft,3,2,15 Thousand
286,"Block E, Section 12, Mirpur, Dhaka",850 sqft,3,2,15 Thousand
287,"Block E, Section 12, Mirpur, Dhaka",850 sqft,3,2,15 Thousand
288,"Block E, Section 12, Mirpur, Dhaka",850 sqft,3,2,15 Thousand
289,"Block D, Section 12, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
290,"Ibrahimpur, Dhaka",700 sqft,2,1,11 Thousand
291,"Ibrahimpur, Dhaka",900 sqft,2,1,10 Thousand
292,"Vatara, Badda, Dhaka","1,100 sqft",3,3,19 Thousand
293,"Vatara, Badda, Dhaka","1,100 sqft",3,3,19 Thousand
294,"Shyamoli, Dhaka","1,500 sqft",3,3,25 Thousand
295,"Block J, Baridhara, Dhaka","2,000 sqft",4,4,55 Thousand
296,"Mohammadia Housing Society, Mohammadpur, Dhaka",800 sqft,2,2,18 Thousand
297,"Baridhara DOHS, Dhaka","1,700 sqft",3,3,45 Thousand
298,"Block C, Section 2, Mirpur, Dhaka",900 sqft,2,2,20 Thousand
299,"Vatara, Badda, Dhaka","1,200 sqft",3,2,14 Thousand
300,"East Shewrapara, Mirpur, Dhaka",650 sqft,2,1,11 Thousand
301,"Baridhara, Dhaka","4,050 sqft",4,5,2.2 Lakh
302,"Baridhara, Dhaka","4,050 sqft",4,5,2.5 Lakh
303,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",720 sqft,2,2,14 Thousand
304,"Block I, Bashundhara R-A, Dhaka","1,550 sqft",3,3,25 Thousand
305,"Dakshin Khan, Dhaka",750 sqft,2,1,11 Thousand
306,"Mohammadpur, Dhaka",720 sqft,2,2,17 Thousand
307,"Mirpur, Dhaka","1,050 sqft",3,3,18 Thousand
308,"Joar Sahara, Dhaka",800 sqft,2,2,15 Thousand
309,"Bot Tola, Khilkhet, Dhaka",720 sqft,2,2,13 Thousand
310,"Hatirpool, Dhaka","1,350 sqft",3,3,25 Thousand
311,"Block E, Section 12, Mirpur, Dhaka",650 sqft,2,2,12 Thousand
312,"Rupnagar R/A, Mirpur, Dhaka",800 sqft,2,2,13.5 Thousand
313,"Block D, Section 12, Mirpur, Dhaka",650 sqft,2,2,11 Thousand
314,"Wari, Sutrapur, Dhaka","1,000 sqft",3,2,22 Thousand
315,"Maghbazar, Dhaka",650 sqft,2,1,12.5 Thousand
316,"Rupnagar R/A, Mirpur, Dhaka","1,350 sqft",3,3,25 Thousand
317,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
318,"Block F, Banasree, Dhaka","1,100 sqft",3,2,17 Thousand
319,"Block F, Banasree, Dhaka","1,100 sqft",3,2,17 Thousand
320,"Block F, Banasree, Dhaka","1,100 sqft",3,2,17 Thousand
321,"Block E, Eastern Housing, Pallabi, Mirpur, Dhaka",600 sqft,2,2,10.5 Thousand
322,"Block F, Banasree, Dhaka","1,100 sqft",3,2,18 Thousand
323,"Block E, Eastern Housing, Pallabi, Mirpur, Dhaka",600 sqft,2,2,10.5 Thousand
324,"Block F, Banasree, Dhaka","1,100 sqft",3,2,18 Thousand
325,"Block F, Banasree, Dhaka","1,100 sqft",3,2,18 Thousand
326,"Block F, Banasree, Dhaka","1,100 sqft",3,2,17 Thousand
327,"Block B, Chad Uddan Housing, Mohammadpur, Dhaka",700 sqft,2,2,10 Thousand
328,"Block F, Banasree, Dhaka","1,100 sqft",3,2,18 Thousand
329,"Block C, Chad Uddan Housing, Mohammadpur, Dhaka","1,300 sqft",3,3,15 Thousand
330,"Block B, Bashundhara R-A, Dhaka","1,400 sqft",3,3,30 Thousand
331,"Block F, Banasree, Dhaka","1,100 sqft",3,2,17 Thousand
332,"Block F, Banasree, Dhaka","1,100 sqft",3,2,18 Thousand
333,"Block F, Banasree, Dhaka","1,100 sqft",3,2,17 Thousand
334,"Block F, Banasree, Dhaka","1,100 sqft",3,2,18 Thousand
335,"Block E, Eastern Housing, Pallabi, Mirpur, Dhaka",600 sqft,2,2,10.5 Thousand
336,"Block E, Eastern Housing, Pallabi, Mirpur, Dhaka",600 sqft,2,2,10.5 Thousand
337,"Block E, Eastern Housing, Pallabi, Mirpur, Dhaka",600 sqft,2,2,10.5 Thousand
338,"Block A, Section 12, Mirpur, Dhaka","1,400 sqft",3,3,28 Thousand
339,"Block A, Section 12, Mirpur, Dhaka","1,100 sqft",2,2,22 Thousand
340,"Block A, Section 12, Mirpur, Dhaka","1,400 sqft",3,3,28 Thousand
341,"Block A, Section 12, Mirpur, Dhaka",650 sqft,2,2,13 Thousand
342,"Mohammadpur, Dhaka",650 sqft,2,2,16 Thousand
343,"Block A, Section 12, Mirpur, Dhaka","1,400 sqft",3,3,26.5 Thousand
344,"Block A, Section 12, Mirpur, Dhaka","1,400 sqft",3,3,26.5 Thousand
345,"Block C, Section 11, Mirpur, Dhaka","1,800 sqft",3,3,25 Thousand
346,"Block D, Chad Uddan Housing, Mohammadpur, Dhaka",700 sqft,2,2,11.5 Thousand
347,"Ali And Nur Real Estate, Mohammadpur, Dhaka",700 sqft,2,1,14 Thousand
348,"South Pirerbag, Pirerbag, Mirpur, Dhaka","1,100 sqft",3,3,18 Thousand
349,"East Bashabo, Bashabo, Dhaka",700 sqft,2,2,12.5 Thousand
350,"Block C, Eastern Housing, Pallabi, Mirpur, Dhaka",800 sqft,2,2,14 Thousand
351,"Section 10, Mirpur, Dhaka","2,300 sqft",5,4,40 Thousand
352,"Shahjahanpur, Dhaka",715 sqft,2,2,19 Thousand
353,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
354,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
355,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
356,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
357,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
358,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
359,"Madhya Ajampur, Dakshin Khan, Dhaka","1,000 sqft",3,2,15 Thousand
360,"Hazaribag, Dhaka",750 sqft,2,2,17 Thousand
361,"Block B, Sayednagar, East Vatara, Vatara, Badda, Dhaka","1,200 sqft",3,3,17 Thousand
362,"Madhya Ajampur, Dakshin Khan, Dhaka","1,150 sqft",3,2,16 Thousand
363,"Sector 7, Uttara, Dhaka","2,250 sqft",3,4,50 Thousand
364,"Block D, Section 12, Mirpur, Dhaka",650 sqft,2,2,14 Thousand
365,"South Azampur, Dakshin Khan, Dhaka","1,150 sqft",3,3,17 Thousand
366,"Sector 4, Uttara, Dhaka",500 sqft,2,1,18.5 Thousand
367,"Block B, Chandrima Model Town, Mohammadpur, Dhaka",700 sqft,2,2,10 Thousand
368,"Block B, Chandrima Model Town, Mohammadpur, Dhaka",700 sqft,2,2,11 Thousand
369,"Eastern Pallabi, Pallabi, Mirpur, Dhaka","1,500 sqft",3,3,22 Thousand
370,"Block B, Chandrima Model Town, Mohammadpur, Dhaka",700 sqft,2,2,11 Thousand
371,"Mohammadia Housing Society, Mohammadpur, Dhaka",600 sqft,2,1,12 Thousand
372,"Kawlar, Dakshin Khan, Dhaka",780 sqft,2,2,18 Thousand
373,"Block D, Section 10, Mirpur, Dhaka",650 sqft,2,2,11.5 Thousand
374,"West Dolairpar, Shyampur, Dhaka",800 sqft,2,2,11 Thousand
375,"West Dolairpar, Shyampur, Dhaka","1,000 sqft",3,2,12 Thousand
376,"Eastern Pallabi, Pallabi, Mirpur, Dhaka","1,200 sqft",3,3,20 Thousand
377,"East Ahmed Nagar, Ahmed Nagar, Mirpur, Dhaka",800 sqft,2,2,10.5 Thousand
378,"West Dolairpar, Shyampur, Dhaka",800 sqft,2,2,11 Thousand
379,"Eastern Pallabi, Pallabi, Mirpur, Dhaka","1,050 sqft",3,2,15 Thousand
380,"Vatara, Badda, Dhaka",700 sqft,2,2,16 Thousand
381,"West Dolairpar, Shyampur, Dhaka",750 sqft,2,1,11 Thousand
382,"Block B, Section 11, Mirpur, Dhaka",450 sqft,1,1,10 Thousand
383,"Block B, Section 11, Mirpur, Dhaka",450 sqft,1,1,10 Thousand
384,"Sector 11, Uttara, Dhaka",950 sqft,3,2,25 Thousand
385,"West Kazipara, Mirpur, Dhaka",800 sqft,2,2,12 Thousand
386,"Kallyanpur, Mirpur, Dhaka","1,090 sqft",3,3,17 Thousand
387,"Kallyanpur, Mirpur, Dhaka","1,200 sqft",3,3,17 Thousand
388,"Block C, Chandrima Model Town, Mohammadpur, Dhaka","1,000 sqft",3,2,14 Thousand
389,"Nadda, Dhaka",800 sqft,2,2,16 Thousand
390,"West Dolairpar, Shyampur, Dhaka","1,000 sqft",3,2,13 Thousand
391,"West Dolairpar, Shyampur, Dhaka","1,000 sqft",3,2,11 Thousand
392,"Block B, Chandrima Model Town, Mohammadpur, Dhaka","1,750 sqft",4,4,20 Thousand
393,"West Kazipara, Mirpur, Dhaka",800 sqft,2,2,12 Thousand
394,"West Kazipara, Mirpur, Dhaka",800 sqft,2,2,12 Thousand
395,"Baridhara DOHS, Dhaka","1,800 sqft",3,3,60 Thousand
396,"Hatirpool, Dhaka",400 sqft,1,1,15 Thousand
397,"Baridhara DOHS, Dhaka","1,400 sqft",3,3,55 Thousand
398,"Kalabagan, Dhaka",950 sqft,2,2,22 Thousand
399,"Block B, Chandrima Model Town, Mohammadpur, Dhaka","1,750 sqft",4,4,20 Thousand
400,"Baridhara DOHS, Dhaka","2,750 sqft",4,4,90 Thousand
401,"Block A, Chandrima Model Town, Mohammadpur, Dhaka","1,300 sqft",4,3,16 Thousand
402,"Road No 1, West Nandipara, Khilgaon, Dhaka",650 sqft,2,2,10 Thousand
403,"Uttara, Dhaka","1,800 sqft",3,3,20 Thousand
404,"Middle Monipur, Mirpur, Dhaka",900 sqft,3,2,14.5 Thousand
405,"Uttara, Dhaka","1,800 sqft",3,3,20 Thousand
406,"Uttara, Dhaka","1,800 sqft",3,3,20 Thousand
407,"Block D, Section 12, Mirpur, Dhaka",650 sqft,2,2,11 Thousand
408,"Nadda, Dhaka",800 sqft,2,2,14.5 Thousand
409,"Sector 13, Uttara, Dhaka","2,800 sqft",4,3,50 Thousand
410,"Abdullahbag, Uttar Badda, Badda, Dhaka","1,200 sqft",3,3,20 Thousand
411,"West Dolairpar, Shyampur, Dhaka","1,000 sqft",3,2,12 Thousand
412,"West Dolairpar, Shyampur, Dhaka",800 sqft,2,2,10 Thousand
413,"West Dolairpar, Shyampur, Dhaka","1,000 sqft",3,2,12 Thousand
414,"Baridhara DOHS, Dhaka","1,350 sqft",3,3,35 Thousand
415,"Block B, Section 13, Mirpur, Dhaka",650 sqft,2,2,13 Thousand
416,"Paikpara, Ahmed Nagar, Mirpur, Dhaka",700 sqft,2,2,9 Thousand
417,"Darussalam, Mirpur, Dhaka","1,300 sqft",3,3,24 Thousand
418,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",720 sqft,2,2,14 Thousand
419,"Block B, Section 10, Mirpur, Dhaka","1,350 sqft",3,3,22 Thousand
420,"Shantinagar, Dhaka",800 sqft,3,2,19 Thousand
421,"South Pirerbag, Pirerbag, Mirpur, Dhaka","1,400 sqft",3,3,17 Thousand
422,"Bochila, Mohammadpur, Dhaka","1,100 sqft",3,2,13 Thousand
423,"Jatra Bari, Dhaka",900 sqft,3,2,13 Thousand
424,"Badda, Dhaka","1,475 sqft",4,3,16 Thousand
425,"Badda, Dhaka","1,475 sqft",4,3,16 Thousand
426,"Suchona Model Town, Bochila, Mohammadpur, Dhaka","1,000 sqft",3,2,12 Thousand
427,"Block A, Bochila City Developers Ltd, Bochila, Mohammadpur, Dhaka","1,200 sqft",3,3,16 Thousand
428,"Block K, Eastern Housing, Pallabi, Mirpur, Dhaka","1,000 sqft",3,2,12 Thousand
429,"Dhaka Uddan, Mohammadpur, Dhaka",950 sqft,3,2,12 Thousand
430,"Ashkona, Dakshin Khan, Dhaka","1,000 sqft",3,2,14 Thousand
431,"Mirpur, Dhaka","1,200 sqft",3,3,17 Thousand
432,"Nurer Chala, Badda, Dhaka",500 sqft,2,2,10 Thousand
433,"Kotwali, Dhaka",500 sqft,2,1,12 Thousand
434,"Vashantek, Cantonment, Dhaka","1,000 sqft",3,2,15 Thousand
435,"East Shewrapara, Mirpur, Dhaka",700 sqft,2,2,10 Thousand
436,"South Pirerbag, Pirerbag, Mirpur, Dhaka",800 sqft,2,2,14 Thousand
437,"Maghbazar, Dhaka","1,000 sqft",2,2,20 Thousand
438,"Senpara Parbata, Section 10, Mirpur, Dhaka",800 sqft,2,2,14 Thousand
439,"Hazaribag, Dhaka","1,000 sqft",3,2,15 Thousand
440,"Block D, Section 12, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
441,"Block D, Section 12, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
442,"Block D, Section 12, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
443,"Block B, Section 10, Mirpur, Dhaka",650 sqft,2,2,14 Thousand
444,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",720 sqft,2,2,13 Thousand
445,"PC Culture Housing, Mohammadpur, Dhaka",650 sqft,2,2,13.5 Thousand
446,"Block F, Section 11, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
447,"Block K, Bashundhara R-A, Dhaka","1,000 sqft",3,2,20 Thousand
448,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",650 sqft,2,2,14 Thousand
449,"Tikatuli, Sutrapur, Dhaka",650 sqft,2,2,13 Thousand
450,"Block D, Dakkhin Paikpara, Paikpara, Mirpur, Dhaka",800 sqft,2,2,9.5 Thousand
451,"Sector 7, Uttara, Dhaka","1,400 sqft",3,4,30 Thousand
452,"Section 10, Mirpur, Dhaka","1,275 sqft",3,3,24 Thousand
453,"Shahjahanpur, Dhaka",600 sqft,2,1,12 Thousand
454,"Block D, Mansurabad Housing Society, Adabor, Dhaka","1,200 sqft",3,3,20 Thousand
455,"Block J, Baridhara, Dhaka","2,200 sqft",3,5,50 Thousand
456,"Block E, Eastern Housing, Pallabi, Mirpur, Dhaka",600 sqft,2,2,10.5 Thousand
457,"Avenue 4, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",4,4,45 Thousand
458,"Section 10, Mirpur, Dhaka",700 sqft,2,3,18 Thousand
459,"East Bashabo, Bashabo, Dhaka","1,000 sqft",3,2,12 Thousand
460,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka","1,300 sqft",3,2,20 Thousand
461,"Lalmatia, Dhaka",900 sqft,2,1,30 Thousand
462,"Block F, Section 11, Mirpur, Dhaka",650 sqft,2,2,11 Thousand
463,"West Nakhalpara, Tejgaon, Dhaka","1,500 sqft",3,3,35 Thousand
464,"Tejturi Bazar, Tejgaon, Dhaka","2,450 sqft",6,6,60 Thousand
465,"Priyanka City, Sector 12, Uttara, Dhaka",950 sqft,2,2,18 Thousand
466,"Block F, Section 11, Mirpur, Dhaka",650 sqft,2,2,12 Thousand
467,"West Dolairpar, Shyampur, Dhaka",800 sqft,2,2,10 Thousand
468,"West Dolairpar, Shyampur, Dhaka",800 sqft,2,2,10 Thousand
469,"Shahjahanpur, Dhaka",700 sqft,2,2,15 Thousand
470,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",720 sqft,2,2,15.5 Thousand
471,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",720 sqft,2,2,16 Thousand
472,"Shahjahanpur, Dhaka",700 sqft,2,2,16 Thousand
473,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
474,"Block C, Chandrima Model Town, Mohammadpur, Dhaka",980 sqft,3,2,12 Thousand
475,"Block A, Bashundhara R-A, Dhaka","1,950 sqft",3,4,38 Thousand
476,"Baitul Aman Housing Society, Adabor, Dhaka","2,200 sqft",4,4,45 Thousand
477,"Shantibag, Malibagh, Dhaka","1,200 sqft",3,3,28 Thousand
478,"Maghbazar, Dhaka","1,050 sqft",2,2,17 Thousand
479,"West Kalachandpur, Kalachandpur, Dhaka",850 sqft,2,2,13 Thousand
480,"Vashantek, Cantonment, Dhaka","1,100 sqft",3,3,16 Thousand
481,"Sector 11, Uttara, Dhaka",700 sqft,2,1,16 Thousand
482,"Mohammadpur, Dhaka",720 sqft,2,2,15 Thousand
483,"Sector 13, Uttara, Dhaka",850 sqft,2,2,16 Thousand
484,"Joar Sahara, Dhaka",850 sqft,2,2,13 Thousand
485,"Mirpur, Dhaka","1,100 sqft",3,2,16 Thousand
486,"Kathalbagan, Dhaka","1,000 sqft",2,2,25 Thousand
487,"Block D, Bashundhara R-A, Dhaka","1,550 sqft",3,3,25 Thousand
488,"Ashkona, Dakshin Khan, Dhaka",700 sqft,2,2,11 Thousand
489,"Wari, Sutrapur, Dhaka","1,200 sqft",3,2,25 Thousand
490,"Tajmahal Road, Mohammadpur, Dhaka",720 sqft,2,2,17 Thousand
491,"East Merul Badda, Merul Badda, Badda, Dhaka",720 sqft,2,2,15 Thousand
492,"Chandmiya Housing, Mohammadpur, Dhaka",800 sqft,2,2,16 Thousand
493,"West Vatara, Vatara, Badda, Dhaka",700 sqft,2,1,12 Thousand
494,"Sector 9, Uttara, Dhaka",900 sqft,2,2,20 Thousand
495,"Sector 14, Uttara, Dhaka",900 sqft,2,2,17 Thousand
496,"Katabon, New Market, Dhaka","1,180 sqft",3,3,27 Thousand
497,"Mohammadpur, Dhaka",650 sqft,2,1,16 Thousand
498,"Mohammadpur, Dhaka","1,200 sqft",3,3,25 Thousand
499,"West Agargaon, Agargaon, Dhaka",800 sqft,2,2,13.5 Thousand
500,"Section 2, Mirpur, Dhaka","1,050 sqft",3,2,18 Thousand
501,"Shantipur, South Goran, Goran, Khilgaon, Dhaka",700 sqft,2,2,15 Thousand
502,"Kuril, Dhaka",800 sqft,2,2,13 Thousand
503,"Dhanmondi, Dhaka","2,810 sqft",4,5,70 Thousand
504,"Uttar Badda, Badda, Dhaka",700 sqft,2,2,16 Thousand
505,"Narinda, Sutrapur, Dhaka",700 sqft,3,2,15 Thousand
506,"Azimpur, Lalbagh, Dhaka","1,100 sqft",3,2,22 Thousand
507,"Azimpur, Lalbagh, Dhaka","1,100 sqft",3,2,22 Thousand
508,"Ashkona, Dakshin Khan, Dhaka",800 sqft,2,2,12 Thousand
509,"Hatirpool, Dhaka",700 sqft,2,1,17 Thousand
510,"Block H, Bashundhara R-A, Dhaka",800 sqft,2,2,19 Thousand
511,"Ullan, West Rampura, Rampura, Dhaka","1,500 sqft",3,3,30 Thousand
512,"Block A, Rainkhola, Section 2, Mirpur, Dhaka",800 sqft,2,2,15 Thousand
513,"Saat Rawza, Bangshal, Dhaka","1,500 sqft",4,4,50 Thousand
514,"Senpara Parbata, Section 10, Mirpur, Dhaka",650 sqft,2,2,14 Thousand
515,"Senpara Parbata, Section 10, Mirpur, Dhaka",650 sqft,2,2,14 Thousand
516,"Block D, Section 12, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
517,"Shyamoli, Dhaka",800 sqft,2,2,16 Thousand
518,"Mohammadpur, Dhaka",800 sqft,2,2,13.5 Thousand
519,"Badda, Dhaka",700 sqft,2,1,10.5 Thousand
520,"Mohammadpur, Dhaka",800 sqft,2,2,13.5 Thousand
521,"Section 10, Mirpur, Dhaka","1,235 sqft",3,3,22 Thousand
522,"Eskaton, Dhaka",600 sqft,2,1,18 Thousand
523,"Block A, Section 10, Mirpur, Dhaka",650 sqft,2,2,12 Thousand
524,"Lalbagh, Dhaka",650 sqft,2,2,15.5 Thousand
525,"Section 1, Mirpur, Dhaka",650 sqft,2,2,11 Thousand
526,"Mirpur, Dhaka",800 sqft,2,2,12 Thousand
527,"Uttar Badda, Badda, Dhaka",700 sqft,2,2,14 Thousand
528,"Block B, Section 12, Mirpur, Dhaka","1,350 sqft",3,3,28 Thousand
529,"Block A, Section 11, Mirpur, Dhaka",600 sqft,2,1,10 Thousand
530,"Dhanmondi, Dhaka",650 sqft,2,2,18 Thousand
531,"Block B, Chad Uddan Housing, Mohammadpur, Dhaka","1,200 sqft",3,2,14 Thousand
532,"Rayer Bazaar, Hazaribag, Dhaka",900 sqft,2,2,15 Thousand
533,"Mirpur, Dhaka",950 sqft,2,2,12 Thousand
534,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",750 sqft,2,2,15 Thousand
535,"Shantibag, Malibagh, Dhaka",800 sqft,2,1,14 Thousand
536,"Malibagh, Dhaka","1,145 sqft",3,3,23 Thousand
537,"Sector 5, Uttara, Dhaka","1,800 sqft",3,4,25 Thousand
538,"Banani, Dhaka","3,000 sqft",4,4,70 Thousand
539,"Section 10, Mirpur, Dhaka","1,280 sqft",3,2,18 Thousand
540,"Section 2, Mirpur, Dhaka","1,200 sqft",3,2,24 Thousand
541,"Block A, Section 12, Mirpur, Dhaka","1,300 sqft",3,3,25 Thousand
542,"Mirpur, Dhaka",950 sqft,3,2,15 Thousand
543,"Anurbag, Dakshin Khan, Dhaka",600 sqft,2,2,10 Thousand
544,"South Pirerbag, Pirerbag, Mirpur, Dhaka","1,250 sqft",3,3,20 Thousand
545,"Anurbag, Dakshin Khan, Dhaka","1,500 sqft",3,3,17 Thousand
546,"Anurbag, Dakshin Khan, Dhaka","1,500 sqft",3,3,17 Thousand
547,"West Dolairpar, Shyampur, Dhaka",800 sqft,2,2,10 Thousand
548,"Hazaribag, Dhaka","1,200 sqft",3,3,22 Thousand
549,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
550,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
551,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
552,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
553,"Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
554,"Turag Housing, Mohammadpur, Dhaka",750 sqft,2,2,10 Thousand
555,"Eastern Pallabi, Pallabi, Mirpur, Dhaka","1,350 sqft",3,3,20 Thousand
556,"East Shewrapara, Mirpur, Dhaka","1,150 sqft",3,3,20 Thousand
557,"West Dolairpar, Shyampur, Dhaka",750 sqft,2,1,11 Thousand
558,"Paikpara, Ahmed Nagar, Mirpur, Dhaka","1,400 sqft",3,3,17 Thousand
559,"Paikpara, Ahmed Nagar, Mirpur, Dhaka","1,400 sqft",3,3,17 Thousand
560,"West Shewrapara, Mirpur, Dhaka",900 sqft,2,2,14 Thousand
561,"Paikpara, Ahmed Nagar, Mirpur, Dhaka","1,400 sqft",3,3,17 Thousand
562,"Senpara Parbata, Section 10, Mirpur, Dhaka",650 sqft,2,2,14.5 Thousand
563,"Maghbazar, Dhaka",800 sqft,2,2,15.5 Thousand
564,"Banani, Dhaka","2,970 sqft",4,4,80 Thousand
565,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka","1,100 sqft",2,2,25 Thousand
566,"Kalabagan, Dhaka","1,100 sqft",3,3,22 Thousand
567,"Block C, Section 2, Mirpur, Dhaka","1,450 sqft",3,3,22 Thousand
